1622828919,M,1000,100,50,10,0.0,0.7,0.3,0.0,0.0
1622828919,Y,1000,100,50,10,0.0,0.7,0.3,0.0,0.0
1622828919,M,1000,10,50,10,0.0,0.4,0.6,0.0,0.0
1622828919,Y,1000,10,50,10,0.0,0.6,0.4,0.0,0.0
1622828919,M,1000,200,50,10,0.0,0.4,0.6,0.0,0.0
1622828919,Y,1000,200,50,10,0.0,0.6,0.4,0.0,0.0
1622828919,M,1000,20,50,10,0.0,0.4,0.6,0.0,0.0
1622828919,Y,1000,20,50,10,0.0,0.9,0.1,0.0,0.0
1622828919,M,1000,30,50,10,0.0,0.4,0.6,0.0,0.0
1622828919,Y,1000,30,50,10,0.0,0.9,0.1,0.0,0.0
1622828919,M,1000,40,50,10,0.0,0.3,0.7,0.0,0.0
1622828919,Y,1000,40,50,10,0.0,0.8,0.2,0.0,0.0
1622828919,M,1000,50,50,10,0.0,0.3,0.7,0.0,0.0
1622828919,Y,1000,50,50,10,0.0,0.8,0.2,0.0,0.0
1622828919,M,1000,5,50,10,0.0,0.5,0.5,0.0,0.0
1622828919,Y,1000,5,50,10,0.0,0.5,0.5,0.0,0.0
1622818207,M,100,100,50,10,0.2413793103448276,0.375,0.625,0.2,0.2
1622818207,Y,100,100,50,10,0.1724137931034483,0.3,0.7,0.0,0.3
1622818207,M,100,10,50,10,0.3103448275862069,0.7777777777777778,0.2222222222222222,0.1,0.1
1622818207,Y,100,10,50,10,0.27586206896551724,0.2,0.8,0.0,0.0
1622818207,M,100,200,50,10,0.20689655172413793,0.3,0.7,0.0,0.7
1622818207,Y,100,200,50,10,0.13793103448275862,0.2,0.8,0.0,0.5
1622818207,M,100,20,50,10,0.20689655172413793,0.2,0.8,0.0,0.2
1622818207,Y,100,20,50,10,0.2857142857142857,0.4,0.6,0.0,0.2
1622818207,M,100,30,50,10,0.27586206896551724,0.5,0.5,0.0,0.1
1622818207,Y,100,30,50,10,0.20689655172413793,0.8,0.2,0.0,0.0
1622818207,M,100,40,50,10,0.3793103448275862,0.5,0.5,0.0,0.1
1622818207,Y,100,40,50,10,0.1724137931034483,0.0,1.0,0.0,0.3
1622818207,M,100,50,50,10,0.1724137931034483,0.8888888888888888,0.1111111111111111,0.1,0.2
1622818207,Y,100,50,50,10,0.2413793103448276,0.4,0.6,0.0,0.2
1622818207,M,100,5,50,10,0.3793103448275862,0.5,0.5,0.2,0.1
1622818207,Y,100,5,50,10,0.20689655172413793,0.5,0.5,0.0,0.0
